Duration (in seconds),RecordedDate,ResponseId,App-Func,Product-Pers,Adv-Marketing,Analytics,Att-Enact,Att-Enact-Explain,Changes-Explain,State,Law-Awareness,Age,Gender,Gender_5_TEXT,Ethnicity,Race,Race_6_TEXT,Education,Education_4_TEXT,PROLIFIC_PID,STUDY_ID,SESSION_ID,Condition,Law,AppCategory,AppName
1180,4/18/25 9:35,R_1msn224wMOiXIfT,"1,2,3,4,6,8,10,11,15,16,17,18,19,20,21,25","1,3,4,6,8,9,10,11,15,16,17,18,19,20,21,23","15,17,18,20,21,23","15,17,18,20,23",3,There is always a policy that guides a company some are confidential. So is natural to follow terms ,Everyone want the best so nobody is gonna accept or comply to any rules that is not favorable.,New Jersey,"5,6,7,8,9,17,30",5,1,,2,1,,1,,66e08a06e71170843b215a3a,67fecb3ede31a76593440504,68027a980e3d8432d8611350,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
563,4/18/25 9:35,R_6v3btL16LYE3Opx,"13,20,22,23","2,20","17,21","7,13,18,20",1,"I don't think companies need to dig into our personal information as deeply as they do, just to make more money. It's getting out of hand and there needs to be restrictions in place.","I don't think they would have to make many changes as many apps have options to turn off certain aspects of data collection. Those that aren't already on board with these options in place, would need to add in ways to turn the data collection off.",Georgia,,4,1,,2,1,,5,,5a0071766e1ea9000124db35,67fecb3ede31a76593440504,68027d27f52826191f437f64,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
385,4/18/25 9:35,R_1y2T3tef8BOtqRU,"22,23","13,21","20,21,23","20,21,22,23",2,No one should have free access to all of my data,Im not sure what they collect now,ohio,,4,2,,1,1,,6,,67d733cee520bbb0a0b508ba,67fecb3ede31a76593440504,68027dcfffe0b938067d0677,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
729,4/18/25 9:35,R_5zeAsuJUGIPuEtA,"22,23","13,20,23","12,13,21",1,2,"Some people don't understand what information they are giving up and to who when they check the box and give permission to the company to when they are asked to ""check the box"" ","Limiting what they ask for in the first place. That way people who don't understand what they are giving permission for cannot be ""duped"" into giving a company unreasonable information access.",Indiana,,4,2,,2,1,,5,,667a3ea3429027d377819d6a,67fecb3ede31a76593440504,68027a4a28fdf5ded8983bbb,California,to a purpose that consumers would reasonably expect.,game,Roblox
411,4/18/25 9:35,R_7hzINuBOMhuzakE,"2,3,14,15,16,18,20,21,22,23","1,2,13,14,20","13,14,20,21","1,2,13,20,21,23",2,I think users of apps should feel protected by companies. I believe that companies don't need to know everything about their users to provide a good experience for them. ,I think app developers can implement systems to understand the user more without knowing things like their home address. ,Nevada,,1,1,,1,3,,3,,631b0988a96b930d4bbf0e64,67fecb3ede31a76593440504,68027dc286bf3c99113d6b84,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
509,4/18/25 9:35,R_3riRVVEUkMoEM0a,"1,17,18,20,21,23","24,26",,"13,17,18,20,22,23",2,There is just no need for companies to have nay more information than they need to function. Demographics and other personal information should be reserved for institutions that deal with sensitive information. ,The software that collects this information. ,OK,,4,2,,2,"1,3",,2,,6684b71a5615b7da8e59ce56,67fecb3ede31a76593440504,68027d61bebdd287f8dba389,Procedural,to a purpose they disclose to the consumer.,game,Roblox
575,4/18/25 9:35,R_6jMUmG8xeb0RbZ7,"1,2,3,4,7,10,18,19,20,21","1,2,3,4,7,10,11,12,14,18,20,21,23,24","1,3,4,7,10,12,13,18,19,20,21,23","2,3,4,7,10,12,13,16,20,21,23",2,I think this is appropriate to help protect consumer privacy and not take unnecessary data.,I think app developers will need to be more careful with what data they collect and how it is used.,Florida,,3,1,,2,1,,6,,55eb04337480920010aa9e0d,67fecb3ede31a76593440504,68027cf75b7e15261f297176,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
1184,4/18/25 9:35,R_1KPkFt2Sp0hgn33,"1,2,3,16,18,20,21,23","1,2,3,13,15,16,17,18,19,20,21,23","3,4,9,10,11,12,13,14,15,16,17,18,19,20,21,23","1,2,3,8,9,10,12,13,14,15,16,17,18,19,20,21,23",2,"Ethical matters and data privacy is very key as they border security matters. We need this to mitigate all probable risks regarding data collection, use and handling",Security. Data safety to prevent theft and misuse of information collected by the app,Mississippi,"5,6,7,9,26,37,43,44,46",2,1,,2,2,,1,,67e300760872825d43bd9330,67fecb3ede31a76593440504,68027abe5d858c61b8b70361,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
899,4/18/25 9:35,R_10BMAYBE0uoVIFW,"1,4,13,18,23","1,4,13,17,20,21","1,12,13,21","18,20,23",2,I people there should be more regulation regarding how much data companies collect from us.  This appears to be  step in the right direction.,"They would have to change their coding to collect less information during usage, things like access to photos, videos, location data, payment info, etc... would need to be changed.",Texas,"5,6,7,43,46",4,1,,2,1,,2,,6733983217b9e8aaa7b1732d,67fecb3ede31a76593440504,68027a27a9961b161da85453,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
503,4/18/25 9:36,R_7Krke8CfYztGa94,"1,2,3,20","1,2,3,13,20,23",,"1,2,3,20,23",2,Companies should be required to store the minimum amount of consumer information that still allows a specific app or product to perform to the stated standards,Simple changes that limit the amount of personal data that can be collected to only include items that are required for the product to function properly ,Utah,,4,1,,2,1,,2,,673d23b251f56d0010aa50ee,67fecb3ede31a76593440504,68027d7450035c567f30bb1b,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
761,4/18/25 9:36,R_6mqSqmvOmAs1umi,"1,3,4,5,6,10,16,17,18,19,21,22,23","3,4,5,6,13,20,23","3,4,5,6,10,12,16,17,18,19,20,21,22,23","13,16,18,20,21,23",3, It seems that the data collected by websites is stated in the term section already. It is  information of the user it is collecting in exchange for the consumer using the website. Some sites only collect necessary cookies and the user can select that option. ,They are going to have to stop trackers from automatically following everyone.,Michigan,,5,2,,1,3,,2,,66abf0c472f051b5e40cfbfd,67fecb3ede31a76593440504,68027c853dfab87e8461668c,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
976,4/18/25 9:36,R_3jF8enDPnH8brO1,"1,2,20,21","1,12,20","1,4,12,20,21,23","1,2,12,20",2,I think this regulation is a good idea because it makes companies be more careful with our personal info. It's about time they respected our privacy,They will have to be more careful about what data they collect and make sure it's only what's really needed. They'll also need to be clear with users about how their data is being used.,IL,"5,6,7,46",5,2,,2,1,,1,,67f0f41f47eb50d095c38f61,67fecb3ede31a76593440504,68027b6f4ac87e497e6560e6,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
1015,4/18/25 9:36,R_3mU6orXZDvtzcyd,"1,3,5,20,25","1,3,6,16,21","16,18,19,21,23","1,6,15,17,20,26",3,OWN CHOICE,"Developers would need to reassess what personal data they collect (e.g., location data, contact lists, transaction notes, or social interactions) and ensure they only collect what is strictly necessary to provide the core service—sending and receiving payments.",CALIFORNIA,5,2,1,,2,1,,2,,671be66ad9f47bc1d0250a92,67fecb3ede31a76593440504,68027b8f901f1f7b3e8d5db5,California,to a purpose that consumers would reasonably expect.,finance,Venmo
1364,4/18/25 9:36,R_5i3B79YMmuIiH8a,"1,10,13,23","1,3,4,6,8,11,12,18,20,21,23,25","1,3,4,6,8,10,18,20,21","2,8,10,11,12,13,14,20,23",4,in the absence of more data  we can often testify that companies cannot tailor products and services to individual preference which are of expectation. Limiting data could weaken these protections  and make systems less responsive to threats. Limiting data collection could make it harder for newer or smaller businesses to compete with established big dog businesses who are firmly grounded.,App developers will have a idealistic array of information to work with tailoring the idea exerted to specifications.,Mississippi,"2,7,13,24",5,2,,2,1,,1,,67f121df34602beab52ed407,67fecb3ede31a76593440504,68027a331a9aa4269eebeda1,California,to a purpose that consumers would reasonably expect.,finance,Venmo
380,4/18/25 9:36,R_1KiIufp3xkcT3WN,18,"3,12,13,20",,22,2,"Too often, companies collect information on us to sell to other companies for purposes the user doesn't know about or agree to.",They will have to stop selling our information and let the consumer know what they are using in advance,Texas,,5,2,,2,1,,6,,5d4c7ac3e8ec490018b0050d,67fecb3ede31a76593440504,68027e171a44bda07f1e4101,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
518,4/18/25 9:36,R_3tKpVsJez9kFgnD,"1,2,3,4,6,8,20,22","2,12,14,17,20,21","12,13,17,18,20,21,23","1,13,17,18,20,21,23",2,"There is no reason for them to have an unlimited amount of information, only what is necessary for that particular part",Stop collecting as much information as they have been up to now,New Jersey,,4,1,,2,1,,2,,67d0a57b0a4981c5e65c3bcc,67fecb3ede31a76593440504,68027d8e1e02712822d0db8e,Procedural,to a purpose they disclose to the consumer.,game,Roblox
554,4/18/25 9:36,R_7K8QMarYzIqHzQJ,"20,22,23","1,2,3,4,5,6,7,8,10,12,23","12,13,20,21","8,12,13",1,"If the info does not contribute to making the app better, safer or more reliable the info does not need to be shared.",How the info is collected and transparency to the user.,VA,,5,1,,2,1,,1,,672211b9906bb06fd28ba1c0,67fecb3ede31a76593440504,68027d6c5a0fd1c48eeb3f6b,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
380,4/18/25 9:36,R_1qfrmSXtmRzo8s0,"1,2,3,4,6,15,16","1,2,3,5,6,15,16,24","1,2,3,4,6,15,16","1,3,5,15,18",2,"personally i agree with data minimization because it helps protect privacy while allowing businesses to function. By collecting only what's necessary, companies reduce the risk of data breaches and build customer trust.","I personally think they’re a good idea because they protect privacy and reduce data breach risks, but they should be flexible for industries that need more data, like healthcare or finance.",florida,"5,30,46",5,1,,1,1,,2,,67c129e88bacafa7f6dc3f2a,67fecb3ede31a76593440504,68027e195e268876141ae175,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
848,4/18/25 9:37,R_3CpHfb0jkFq7ZCa,"1,2,4,5,6,7,8,10,12,18,20,22,23","1,2,7,12,13,20","1,2,4,7,8,13,20,21","1,2,7,13,20,22,23",1,The data minimization regulation stands as important because it creates harmony between technological progress and information privacy protection. This data regulation makes companies justify each piece of personal data they gather in the present digital environment where apps harvest excessive information beyond practical need. This regulation enables visibility between companies and users while safeguarding customers from danger and establishing faith in daily technological applications. The practical and ethical data-collection limit that includes only essential and proportional information proves beneficial in all scenarios.,"The organization should examine its data collection methods to validate that every data entry has an apparent and transparent objective.

The organization should revise its privacy policies for better explanation about the data collection process and its compatibility with announced purposes.

Implement data collection controls through the app which will request permission based on need and restrict background data operations.

The system separates data categories according to their purpose so advertising information will only be gathered during advertising operations and functional data will be stored only during functional periods and so on.",North Carolina,"5,20",3,2,,2,1,,2,,67d26f091d1d3ba56b594c7d,67fecb3ede31a76593440504,68027c4d1a9aa4269eebedf8,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
1258,4/18/25 9:37,R_7QxVakVEjfPr7e0,"8,10,11,19,22",13,"6,10,11,24","5,21,24,25",2,I expressed strong agreement with the data minimization regulation because it aligns with a core principle of protecting consumer privacy. B,"To comply with the data minimization regulation, app developers will likely need to make several changes to how they design and operate their apps.",Georgia,"5,6,21,33,40",2,2,,2,1,,1,,67cef5d63ace45661b4fb304,67fecb3ede31a76593440504,68027ab64a271bf735b052d8,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
1346,4/18/25 9:37,R_6sb2rEHpmoQdLqO,"1,3,4,5,6,9,10,11,12,18,19,20","4,5,24,26","15,16,17","1,2,4,5,6,8,10,11",2,so that the customer can get information targeted for them,none,Mississippi,"5,6,7,20,23,44,45,46",4,2,,2,1,,1,,67f1c6c5ff28bfb858b0c4d6,67fecb3ede31a76593440504,68027a620f40d7ac63fc4223,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
549,4/18/25 9:37,R_5aLllGUmVVv9aM1,"1,2,22,23","1,2,3,10,12,13,18,19","7,12,13,19,20,21","1,2,13,20,22",1,The less information that is gathered about an individual the better. This helps protect us if a data breach occurs.,I would think it would be fairly easy for them to adjust what data they are gathering.,nc,,4,2,,1,1,,6,,65f362ffea415d878f1f4f1d,67fecb3ede31a76593440504,68027d8a8de51f6f813f6582,California,to a purpose that consumers would reasonably expect.,finance,Venmo
1088,4/18/25 9:37,R_3h3WDk8G6Id7oQU,"16,22","1,16,17",21,"1,17,22",2,"Yes, data minimization should be enacted to protect individuals data and enhance security.",data minimization,Arkansas,"5,6",1,1,,2,1,,2,,67ec2b653f55d2f466bdd322,67fecb3ede31a76593440504,68027b77569142374de0cc90,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
242,4/18/25 9:37,R_3JH45kah1pFhsqJ,"1,2,4,13,16,20,21,22,23","13,14,17,20,21","13,14,17,20,21","2,13,21,22,23",2,I do not think companies need all my personal data to run their app properly.,They will need to be okay with not seeing everything on my phone.,New York,,3,2,,2,1,,2,,61109a2a9fe8f8484647ed14,67fecb3ede31a76593440504,68027ed401c5387c0c8c45b6,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
1178,4/18/25 9:37,R_1L0ctFout4EUsvv,"1,2,3,4,6,8,9,10,11,12,13,18,19,20,21,23,25","1,3,4,6,8,11,12,13,18,19,20,21,23","3,4,6,12,13,18,19,20,23,26","1,3,4,8,18,19",1,i strongly agree that data minimization should be enacted. People's data are what is personal to them and the collection of it should be limited to what is reasonably necessary  ,App developers will have to only include the column or boxes or space of only necessary details needed,MARYLAND,"5,6,7,8,9,14,15,26,37,42,43,44,46",2,1,,2,1,,2,,67e218dcf0cdfbbd6680216a,67fecb3ede31a76593440504,68027b19669d9d1bc1ff7e9d,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
